2024;75;01;브렌트퍼;본머스;40.03 %;33.22 %;26.75 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;02;크리스털;풀럼;23.14 %;41.52 %;35.34 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;03;웨스트햄;에버턴;60.34 %;23.90 %;15.76 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;04;울버햄프;사우샘프;62.11 %;23.40 %;14.50 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;05;브라이턴;맨체스C;14.57 %;17.55 %;67.88 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;06;비야레알;알라베스;79.81 %;14.01 %;6.18 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;07;헤타페;지로나;33.30 %;39.76 %;26.94 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;08;베티스;RC셀타;63.51 %;20.78 %;15.71 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;09;노팅엄포;뉴캐슬U;37.38 %;31.34 %;31.28 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;10;토트넘;입스위치;87.62 %;7.23 %;5.14 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;11;마요르카;AT마드;13.73 %;24.81 %;61.46 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;12;첼시;아스널;39.40 %;32.76 %;27.84 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;13;레가네스;세비야;21.93 %;36.41 %;41.66 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;75;14;바야돌리;빌바오;9.66 %;17.66 %;72.69 %;;;;;;;;;;2024-11-07 (08:00) ~ 2024-11-09 (22:00);
2024;74;01;PSV;지로나;73.70 %;16.88 %;9.42 %;승;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);4:0
2024;74;02;슬로반브;D자그레;9.88 %;23.04 %;67.09 %;패;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);1:4
2024;74;03;레알마드;AC밀란;86.53 %;9.38 %;4.09 %;패;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);1:3
2024;74;04;리버풀;레버쿠젠;72.70 %;19.02 %;8.29 %;승;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);4:0
2024;74;05;스포르CP;맨체스C;15.22 %;19.22 %;65.57 %;승;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);4:1
2024;74;06;릴OSC;유벤투스;29.09 %;39.97 %;30.94 %;무;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);1:1
2024;74;07;셀틱;라이프치;26.72 %;23.71 %;49.57 %;승;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);3:1
2024;74;08;볼로냐;AS모나코;18.70 %;31.77 %;49.54 %;패;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);0:1
2024;74;09;클뤼브뤼;A빌라;12.97 %;17.39 %;69.64 %;승;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);1:0
2024;74;10;PSG;AT마드;66.25 %;23.26 %;10.49 %;패;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);1:2
2024;74;11;인테르;아스널;36.99 %;39.07 %;23.94 %;승;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);1:0
2024;74;12;페예노르;잘츠부르;88.50 %;7.28 %;4.22 %;패;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);1:3
2024;74;13;스파프라;브레스투;20.44 %;34.89 %;44.67 %;패;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);1:2
2024;74;14;슈투트가;아탈란타;26.04 %;30.97 %;42.99 %;패;;이월횟수 : 1회 / 이월금액 : 428,175,750원;3;57,090,100;29;2,952,940;358;478,410;2024-11-04 (08:00) ~ 2024-11-05 (22:00);0:2
2024;73;01;본머스;맨체스C;9.23 %;15.79 %;74.97 %;승;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);2:1
2024;73;02;입스위치;레스터C;29.48 %;35.54 %;34.98 %;무;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);1:1
2024;73;03;리버풀;브라이턴;82.64 %;12.13 %;5.23 %;승;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);2:1
2024;73;04;노팅엄포;웨스트햄;47.41 %;30.13 %;22.46 %;승;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);3:0
2024;73;05;사우샘프;에버턴;23.12 %;32.21 %;44.68 %;승;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);1:0
2024;73;06;지로나;레가네스;56.20 %;29.26 %;14.54 %;승;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);4:3
2024;73;07;울버햄프;크리스털;40.52 %;28.83 %;30.65 %;무;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);2:2
2024;73;08;비야레알;라요;69.52 %;22.13 %;8.36 %;;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);
2024;73;09;발렌시아;레알마드;13.22 %;18.46 %;68.32 %;;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);
2024;73;10;AT마드;라스팔마;86.26 %;9.38 %;4.35 %;승;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);2:0
2024;73;11;토트넘;A빌라;50.80 %;22.42 %;26.78 %;승;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);4:1
2024;73;12;맨체스U;첼시;23.81 %;29.54 %;46.66 %;무;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);1:1
2024;73;13;세비야;소시에다;39.49 %;36.56 %;23.95 %;패;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);0:2
2024;73;14;빌바오;베티스;56.58 %;29.06 %;14.36 %;무;4;153,047,000;168;1,457,600;2,610;46,920;20,180;12,140;2024-10-31 (08:00) ~ 2024-11-02 (22:00);1:1
2024;72;01;칼리아리;볼로냐;33.95 %;35.81 %;30.24 %;패;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);0:2
2024;72;02;US레체;엘라스;27.98 %;35.00 %;37.02 %;승;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);1:0
2024;72;03;AC밀란;나폴리;32.72 %;37.09 %;30.19 %;패;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);0:2
2024;72;04;사우샘프;스토크C;59.52 %;21.93 %;18.55 %;승;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);3:2
2024;72;05;브렌트퍼;셰필드웬;82.62 %;10.97 %;6.41 %;무;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);1:1
2024;72;06;엠폴리;인테르;6.07 %;17.12 %;76.81 %;패;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);0:3
2024;72;07;베네치아;우디네세;16.97 %;27.11 %;55.92 %;승;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);3:2
2024;72;08;브라이턴;리버풀;21.63 %;24.27 %;54.10 %;패;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);2:3
2024;72;09;아탈란타;AC몬차;86.29 %;9.60 %;4.11 %;승;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);2:0
2024;72;10;유벤투스;파르마;83.41 %;12.49 %;4.09 %;무;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);2:2
2024;72;11;A빌라;크리스털;64.08 %;21.10 %;14.82 %;패;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);1:2
2024;72;12;맨체스U;레스터C;71.37 %;18.27 %;10.36 %;승;3;791,499,590;85;4,993,430;973;218,110;6,542;64,880;2024-10-28 (08:00) ~ 2024-10-29 (22:00);5:2
