01;헤르만센;골키퍼;0;0;0;12;0;0;0;0;0
01;바디;공격수;4;1;5;11;11;5;3;0;9
01;아예우;공격수;3;0;3;11;9;4;3;0;2
01;마비디디;공격수;2;0;2;11;8;2;2;0;0
01;레이드;공격수;0;0;0;7;3;1;0;0;3
01;이사하쿠;공격수;0;2;2;11;9;3;0;0;1
01;에두아르;공격수;0;0;0;4;0;0;0;0;0
01;다카;공격수;0;0;0;1;0;0;0;0;0
01;파쿤도;미드필더;3;2;5;10;20;7;5;0;1
01;수마레;미드필더;0;0;0;6;1;0;3;0;0
01;엘 칸누스;미드필더;0;0;0;8;1;0;0;0;0
01;스킵;미드필더;0;0;0;7;0;0;3;0;0
01;은디디;미드필더;0;4;4;12;10;5;4;0;2
01;맥앳티어;미드필더;0;0;0;6;3;0;0;0;1
01;초우두리;미드필더;0;0;0;1;0;0;0;0;0
01;윙크스;미드필더;0;2;2;11;7;2;3;0;0
01;저스틴;수비수;2;1;3;11;7;2;1;0;0
01;파스;수비수;1;0;1;12;4;1;2;0;1
01;오콜리;수비수;0;0;0;8;3;1;1;0;0
01;크리스티안센;수비수;0;0;0;11;0;0;1;0;0
01;베스테르고르;수비수;0;0;0;4;0;0;1;0;0
01;코디;수비수;0;0;0;1;0;0;1;0;0
01;페레이라;수비수;0;0;0;2;0;0;1;0;0
02;포프;골키퍼;0;0;0;12;0;0;1;0;0
02;이사크;공격수;4;2;6;10;27;11;0;0;6
02;반스;공격수;4;1;5;12;17;6;0;0;1
02;고든;공격수;2;1;3;11;17;6;0;0;1
02;조엘린톤;공격수;2;0;2;12;14;5;4;0;2
02;오슬라;공격수;0;0;0;4;0;0;0;0;1
02;윌슨;공격수;0;0;0;1;0;0;0;0;0
02;알미론;미드필더;0;0;0;5;4;1;0;0;0
02;기마랑이스;미드필더;0;1;1;12;13;3;2;0;0
02;토날리;미드필더;0;1;1;10;6;3;3;0;1
02;롱스탭;미드필더;0;1;1;11;1;0;2;0;0
02;머피;미드필더;0;2;2;10;5;3;1;0;3
02;윌록;미드필더;0;1;1;10;9;3;1;0;2
02;셰어;수비수;1;0;1;10;9;1;4;1;0
02;번;수비수;0;0;0;11;5;3;5;0;1
02;켈리;수비수;0;1;1;8;4;0;2;0;1
02;홀;수비수;0;1;1;12;3;0;3;0;0
02;리브라멘토;수비수;0;0;0;12;0;0;0;0;0
02;크라프트;수비수;0;0;0;3;0;0;0;0;0
02;트리피어;수비수;0;0;0;6;1;0;0;0;1
03;무리치;골키퍼;0;0;0;11;0;0;1;0;0
03;월튼;골키퍼;0;0;0;1;0;0;0;0;0
03;델랍;공격수;6;1;7;12;19;11;3;0;3
03;허스트;공격수;1;1;2;8;3;2;1;0;0
03;알하마디;공격수;0;0;0;4;0;0;2;0;1
03;번스;공격수;0;1;1;9;4;0;1;0;0
03;클락;공격수;0;1;1;10;6;0;1;0;2
03;오그베네;공격수;0;0;0;5;0;0;0;0;1
03;채플린;공격수;0;1;1;10;5;2;1;0;0
03;스모딕스;미드필더;3;0;3;12;13;7;1;0;4
03;모시;미드필더;1;1;2;11;6;1;4;0;0
03;허친슨;미드필더;1;1;2;11;16;6;4;0;1
03;루옹고;미드필더;0;0;0;5;0;0;0;0;0
03;카유스테;미드필더;0;0;0;6;3;0;1;0;0
03;테일러;미드필더;0;0;0;7;4;2;2;0;0
03;필립스;미드필더;0;0;0;7;5;1;1;0;0
03;데이비스;수비수;1;2;3;12;7;2;2;0;2
03;오셰이;수비수;0;0;0;9;5;1;1;0;0
03;울펜덴;수비수;0;0;0;5;0;0;1;0;0
03;존슨;수비수;0;1;1;6;1;1;1;0;0
03;튀앙제브;수비수;0;0;0;8;3;0;2;0;0
03;그리브스;수비수;0;0;0;7;3;1;1;0;0
03;버지스;수비수;0;0;0;5;5;1;0;0;0
03;타운센드;수비수;0;0;0;1;0;0;0;0;0
03;클라크;수비수;0;0;0;2;0;0;0;0;0
04;트래버스;골키퍼;0;0;0;3;0;0;0;0;0
04;아리사발라가;골키퍼;0;0;0;7;0;0;0;0;0
04;세메뇨;공격수;4;1;5;12;53;12;5;0;4
04;이바니우송;공격수;4;0;4;11;24;10;0;0;7
04;클라위버르트;공격수;2;2;4;12;17;10;4;0;1
04;오와타라;공격수;1;1;2;9;7;2;0;0;3
04;크리스티;공격수;1;0;1;11;6;2;5;0;0
04;시니스테라;공격수;1;1;2;8;12;6;0;0;1
